Date,Month,Views,Average_View_Duration,Subscribers_Gained,Watch_Time_Hours,Revenue,Age_Group,Gender,Device,Source,Country
19-11-25,Nov,2911,36,23,149,2341,35-44,Male,Mobile,Suggested Videos,Japan
20-11-25,Nov,3715,22,30,349,2488,25-34,Female,Mobile,YouTube Search,Japan
21-11-25,Nov,4591,20,-3,431,792,18-24,Female,Mobile,Browse Features,Japan
22-11-25,Nov,3370,6,48,404,2089,45-54,Male,Tablet,Browse Features,Japan
23-11-25,Nov,2576,20,28,214,1316,18-24,Male,Desktop,Suggested Videos,Japan
24-11-25,Nov,1416,15,21,272,791,25-34,Male,Mobile,Suggested Videos,Japan
25-11-25,Nov,3790,29,23,405,1942,18-24,Male,Mobile,Suggested Videos,Japan
26-11-25,Nov,1375,25,11,218,2476,18-24,Male,Mobile,Suggested Videos,Japan
27-11-25,Nov,2563,38,39,228,643,18-24,Male,Mobile,Suggested Videos,Japan
28-11-25,Nov,2583,37,23,418,1964,18-24,Female,Mobile,Suggested Videos,Japan
29-11-25,Nov,3521,36,6,361,580,13-17,Male,Mobile,Direct,Japan
30-11-25,Nov,1164,16,36,333,1505,55+,Male,TV,Browse Features,Japan
01-12-25,Dec,4764,37,46,300,314,18-24,Male,Mobile,Suggested Videos,Japan
02-12-25,Dec,1509,37,11,133,861,25-34,Male,Mobile,YouTube Search,Japan
03-12-25,Dec,3238,9,2,292,858,55+,Male,Tablet,Browse Features,Japan
04-12-25,Dec,4860,29,25,317,757,18-24,Female,Mobile,Browse Features,Japan
05-12-25,Dec,1332,7,14,217,2045,25-34,Female,Mobile,Suggested Videos,Japan
06-12-25,Dec,4845,13,8,100,543,45-54,Male,Mobile,External,Japan
07-12-25,Dec,1735,44,24,403,394,25-34,Male,Mobile,YouTube Search,Japan
08-12-25,Dec,2747,13,15,349,2072,18-24,Male,Desktop,Suggested Videos,Japan
09-12-25,Dec,1732,36,1,322,381,18-24,Male,Mobile,Suggested Videos,Japan
10-12-25,Dec,3708,9,50,113,2386,45-54,Female,Mobile,Browse Features,Japan
11-12-25,Dec,4442,18,46,29,305,25-34,Male,Mobile,External,Japan
12-12-25,Dec,4370,38,21,241,11,25-34,Male,Mobile,Suggested Videos,Japan
13-12-25,Dec,4231,45,2,233,1665,25-34,Female,Desktop,Browse Features,Japan
14-12-25,Dec,4952,19,7,93,1109,45-54,Female,Mobile,YouTube Search,Japan
15-12-25,Dec,3037,29,45,402,1062,18-24,Male,Mobile,YouTube Search,Japan
16-12-25,Dec,4635,30,34,187,1487,25-34,Male,Desktop,Browse Features,Japan
17-12-25,Dec,2747,43,26,339,1407,35-44,Male,TV,Direct,Germany
18-12-25,Dec,4414,17,35,132,1759,25-34,Female,Mobile,YouTube Search,Germany
19-12-25,Dec,4560,23,47,58,221,18-24,Male,Desktop,YouTube Search,Germany
20-12-25,Dec,2942,32,36,250,651,18-24,Female,Mobile,Browse Features,Germany
21-12-25,Dec,2216,10,22,140,1219,25-34,Male,Mobile,YouTube Search,Germany
22-12-25,Dec,517,27,31,303,2206,45-54,Male,Mobile,Browse Features,Germany
23-12-25,Dec,4257,32,41,337,2342,55+,Male,Desktop,YouTube Search,Germany
24-12-25,Dec,1456,13,33,278,778,25-34,Male,Desktop,Browse Features,Germany
25-12-25,Dec,813,41,32,245,1696,35-44,Male,Mobile,YouTube Search,Germany
26-12-25,Dec,2233,17,43,178,858,18-24,Female,Tablet,YouTube Search,Germany
27-12-25,Dec,1700,9,42,43,1162,25-34,Male,Tablet,Browse Features,Germany
28-12-25,Dec,4862,12,6,40,1438,35-44,Female,Mobile,Suggested Videos,Germany
29-12-25,Dec,2249,22,32,311,2434,25-34,Female,TV,Browse Features,Germany
30-12-25,Dec,2731,16,41,327,1338,18-24,Male,Mobile,Direct,Germany
31-12-25,Dec,2851,10,42,352,1624,25-34,Female,Mobile,Channel Pages,Germany
01-01-26,Jan,3515,43,14,377,758,25-34,Female,Desktop,Channel Pages,Germany
02-01-26,Jan,3213,20,36,328,1136.2,35-44,Male,Mobile,Browse Features,Germany
03-01-26,Jan,4652,26,47,345,2182.9,18-24,Male,Mobile,Browse Features,Germany
04-01-26,Jan,2843,16,17,375,248,25-34,Female,Mobile,Direct,Germany
05-01-26,Jan,2207,31,1,267,567.6,18-24,Female,Desktop,Suggested Videos,Germany
06-01-26,Jan,1999,20,23,48,1736.6,18-24,Male,Mobile,YouTube Search,Germany
07-01-26,Jan,2497,16,31,92,1791.4,18-24,Male,Desktop,YouTube Search,Germany
08-01-26,Jan,1807,14,-3,332,300.6,55+,Male,Desktop,Suggested Videos,Germany
09-01-26,Jan,2530,24,29,300,907.3,13-17,Male,Mobile,Suggested Videos,Germany
10-01-26,Jan,2724,7,20,224,1264.4,18-24,Female,Mobile,Suggested Videos,Germany
11-01-26,Jan,2881,31,26,403,284.5,25-34,Male,Tablet,Suggested Videos,Germany
12-01-26,Jan,5018,11,59,428,460.3,25-34,Female,Desktop,YouTube Search,Germany
13-01-26,Jan,1220,29,-3,27,973.5,25-34,Male,Mobile,Suggested Videos,Germany
14-01-26,Jan,2152,29,37,422,2138.1,55+,Female,Tablet,YouTube Search,Germany
15-01-26,Jan,1280,17,11,91,1044.3,35-44,Male,Mobile,Suggested Videos,Germany
16-01-26,Jan,2237,20,24,209,1563.4,18-24,Female,TV,Suggested Videos,Brazil
17-01-26,Jan,4329,13,34,384,1050.2,25-34,Male,Mobile,Suggested Videos,Brazil
18-01-26,Jan,4286,20,52,262,143.5,25-34,Male,Desktop,Browse Features,Brazil
19-01-26,Jan,2024,21,18,440,1532.4,18-24,Male,Tablet,Suggested Videos,Brazil
20-01-26,Jan,2507,8,16,95,1092.8,25-34,Male,Mobile,Suggested Videos,Brazil
21-01-26,Jan,2446,13,41,199,1440.7,18-24,Male,Mobile,External,Brazil
22-01-26,Jan,3250,25,40,324,2110.3,13-17,Male,Desktop,YouTube Search,Brazil
23-01-26,Jan,3082,19,29,281,2139.2,45-54,Female,Desktop,Browse Features,Brazil
24-01-26,Jan,3332,18,-3,323,1414.7,35-44,Male,Desktop,YouTube Search,Brazil
25-01-26,Jan,1681,16,20,42,1265,25-34,Male,TV,Browse Features,Brazil
26-01-26,Jan,2809,22,10,253,693.1,25-34,Male,Mobile,Suggested Videos,Brazil
27-01-26,Jan,3365,23,36,276,2082.6,35-44,Male,Mobile,Browse Features,Brazil
28-01-26,Jan,4645,21,53,118,267.4,25-34,Male,Mobile,YouTube Search,Brazil
29-01-26,Jan,1275,17,19,34,2417,25-34,Female,Mobile,Suggested Videos,Brazil
30-01-26,Jan,3184,20,30,263,91.1,18-24,Male,Mobile,YouTube Search,Brazil
31-01-26,Jan,3066,20,22,340,1316.8,25-34,Female,Tablet,YouTube Search,Brazil
01-02-26,Feb,3674,25,42,81,1873.9,25-34,Male,Mobile,External,Brazil
02-02-26,Feb,2133,18,12,80,881,55+,Male,Desktop,YouTube Search,Brazil
03-02-26,Feb,1443,13,2,282,516.5,35-44,Male,Tablet,Suggested Videos,Brazil
04-02-26,Feb,2752,15,30,101,1463.6,13-17,Female,Mobile,YouTube Search,Brazil
05-02-26,Feb,676,12,46,144,1120.6,45-54,Female,Mobile,Suggested Videos,Brazil
06-02-26,Feb,2983,25,1,312,512.2,35-44,Male,Desktop,Suggested Videos,Brazil
07-02-26,Feb,2672,11,18,363,78.7,25-34,Female,Mobile,Suggested Videos,Brazil
08-02-26,Feb,5249,7,48,173,132,25-34,Male,Mobile,Suggested Videos,Brazil
09-02-26,Feb,3383,33,28,407,2068.5,25-34,Male,Mobile,YouTube Search,Brazil
10-02-26,Feb,3577,16,44,227,1031.1,18-24,Male,Mobile,Suggested Videos,France
11-02-26,Feb,1983,30,14,223,967.1,45-54,Male,Mobile,Suggested Videos,France
12-02-26,Feb,3959,24,38,431,121.7,18-24,Male,Mobile,Suggested Videos,France
13-02-26,Feb,1757,22,31,31,331.3,18-24,Male,Mobile,Suggested Videos,France
14-02-26,Feb,4562,34,54,279,810.9,25-34,Female,Mobile,External,France
15-02-26,Feb,4709,22,41,88,952.2,25-34,Male,Mobile,Suggested Videos,France
16-02-26,Feb,2328,16,14,241,1570.6,18-24,Male,Desktop,External,France
17-02-26,Feb,1788,18,13,379,261.1,18-24,Female,Mobile,YouTube Search,France
18-02-26,Feb,2990,10,10,214,1496.1,18-24,Male,Desktop,Browse Features,France
19-02-26,Feb,2593,25,16,290,244.1,18-24,Male,Mobile,YouTube Search,France
20-02-26,Feb,2565,27,21,444,1076.1,55+,Male,Desktop,Browse Features,France
21-02-26,Feb,3585,28,47,201,1966.4,25-34,Male,Mobile,Suggested Videos,France
22-02-26,Feb,2039,27,11,206,399,18-24,Male,TV,YouTube Search,France
23-02-26,Feb,2975,29,46,115,344.1,45-54,Male,Tablet,Suggested Videos,France
24-02-26,Feb,3199,10,48,115,2337.7,25-34,Male,Desktop,Suggested Videos,France
25-02-26,Feb,2439,20,23,192,566.3,45-54,Male,Desktop,Browse Features,France
26-02-26,Feb,4263,11,29,373,806,18-24,Male,Mobile,External,France
27-02-26,Feb,4323,19,39,143,1789.8,35-44,Female,Tablet,External,France
28-02-26,Feb,4110,36,44,304,2255.1,35-44,Male,Mobile,External,France
01-03-26,Mar,3075,21,10,417,2375,18-24,Female,Tablet,Direct,France
02-03-26,Mar,3579,15,44,152,988.2,18-24,Male,Tablet,Suggested Videos,Italy
03-03-26,Mar,3044,11,44,117,2083.7,35-44,Male,Mobile,Channel Pages,Italy
04-03-26,Mar,3210,17,36,92,1420.8,25-34,Male,Mobile,Direct,Italy
05-03-26,Mar,844,32,2,30,1183.3,18-24,Female,Desktop,YouTube Search,Italy
06-03-26,Mar,3347,26,31,257,1335.8,18-24,Female,Mobile,Suggested Videos,Italy
07-03-26,Mar,4667,45,28,331,727.8,18-24,Male,Mobile,Suggested Videos,Italy
08-03-26,Mar,2356,34,42,172,1167.8,35-44,Male,Mobile,YouTube Search,Italy
09-03-26,Mar,4901,27,38,62,22.3,25-34,Female,Mobile,Channel Pages,Italy
10-03-26,Mar,4181,22,38,278,1320,35-44,Female,Desktop,External,Italy
11-03-26,Mar,3024,21,40,335,205.2,35-44,Female,Desktop,YouTube Search,Italy
12-03-26,Mar,3717,23,24,48,2047.6,13-17,Female,Desktop,Suggested Videos,Italy
13-03-26,Mar,2524,19,30,31,1923.8,35-44,Male,Mobile,Suggested Videos,Italy
14-03-26,Mar,5035,9,43,102,1397.3,25-34,Male,Tablet,Channel Pages,Italy
15-03-26,Mar,3328,17,31,125,2181.1,55+,Male,Mobile,External,Italy
16-03-26,Mar,3286,16,29,62,2345.8,35-44,Male,Mobile,YouTube Search,Italy
17-03-26,Mar,3581,28,13,390,1052.1,25-34,Male,Mobile,Suggested Videos,Italy
18-03-26,Mar,2672,29,43,104,567.7,18-24,Male,Desktop,Suggested Videos,Italy
19-03-26,Mar,1788,31,7,91,772.7,18-24,Male,Mobile,Channel Pages,Italy
20-03-26,Mar,3276,26,41,94,1311.4,18-24,Female,Desktop,External,Mexico
21-03-26,Mar,3166,7,29,240,1014.3,13-17,Female,Desktop,External,Mexico
22-03-26,Mar,3498,24,36,267,805.4,25-34,Male,Mobile,YouTube Search,Mexico
23-03-26,Mar,3899,7,25,93,2208.8,18-24,Male,Mobile,External,Mexico
24-03-26,Mar,2072,18,14,296,1258.7,18-24,Female,Mobile,Browse Features,Mexico
25-03-26,Mar,3059,22,30,434,958,18-24,Male,Mobile,YouTube Search,Mexico
26-03-26,Mar,2263,36,39,291,1473.3,25-34,Male,Mobile,Direct,Mexico
27-03-26,Mar,3243,13,15,268,1113.9,25-34,Female,Mobile,YouTube Search,Mexico
28-03-26,Mar,3274,36,36,403,328.4,25-34,Male,Desktop,Suggested Videos,Mexico
29-03-26,Mar,4217,31,36,369,828.8,13-17,Male,Tablet,YouTube Search,Mexico
30-03-26,Mar,3368,28,19,412,680.5,18-24,Male,Mobile,Direct,Mexico
31-03-26,Mar,2910,26,48,179,867.5,18-24,Female,Mobile,YouTube Search,Mexico
01-04-26,Apr,3033,34,10,419,280,25-34,Male,Mobile,Suggested Videos,Mexico
02-04-26,Apr,450,34,10,65,2429.7,25-34,Male,Mobile,Channel Pages,Mexico
03-04-26,Apr,2578,23,25,23,2186.7,25-34,Male,Mobile,YouTube Search,Mexico
04-04-26,Apr,3312,19,25,260,2329.9,45-54,Female,Desktop,YouTube Search,Mexico
05-04-26,Apr,2854,28,22,359,1782.4,25-34,Male,Mobile,Browse Features,Mexico
06-04-26,Apr,3707,30,26,144,1644.6,18-24,Male,Mobile,YouTube Search,Mexico
07-04-26,Apr,3341,7,38,179,2415.4,25-34,Female,Desktop,Browse Features,Singapore
08-04-26,Apr,2527,25,12,230,1443,25-34,Male,Mobile,Browse Features,Singapore
09-04-26,Apr,1382,23,40,281,528.8,25-34,Male,Mobile,YouTube Search,Singapore
10-04-26,Apr,3471,21,29,24,1489.6,25-34,Male,Mobile,Direct,Singapore
11-04-26,Apr,4133,27,71,435,1521.7,35-44,Female,Mobile,Suggested Videos,Singapore
12-04-26,Apr,1382,25,24,380,833.6,35-44,Male,Tablet,Browse Features,Singapore
13-04-26,Apr,4961,36,76,418,2117.3,18-24,Female,Mobile,Browse Features,Singapore
14-04-26,Apr,3980,12,37,51,221.6,25-34,Male,TV,Channel Pages,Singapore
15-04-26,Apr,3468,21,37,151,533.5,55+,Male,Mobile,Browse Features,Singapore
16-04-26,Apr,2618,25,48,272,589,18-24,Female,Mobile,Suggested Videos,Singapore
17-04-26,Apr,1332,17,8,270,2035.8,35-44,Male,Tablet,Browse Features,Singapore
18-04-26,Apr,2150,27,23,319,2218,25-34,Male,Mobile,Channel Pages,Singapore
19-04-26,Apr,2889,30,29,438,812.1,13-17,Female,Mobile,External,Singapore
20-04-26,Apr,2145,21,37,290,831.5,25-34,Male,Desktop,Direct,Singapore
21-04-26,Apr,2825,23,15,98,1059.8,18-24,Male,Mobile,Direct,Singapore
22-04-26,Apr,4110,24,49,34,201.9,18-24,Female,Mobile,Direct,Singapore
23-04-26,Apr,3509,25,7,327,7.6,25-34,Female,Desktop,External,South Africa
24-04-26,Apr,3087,10,18,211,1799.2,25-34,Male,Desktop,YouTube Search,South Africa
25-04-26,Apr,1923,19,29,62,1932.3,25-34,Female,Mobile,Suggested Videos,South Africa
26-04-26,Apr,4184,31,32,154,387.7,18-24,Female,Mobile,Channel Pages,South Africa
27-04-26,Apr,3228,25,8,356,304.2,25-34,Male,Mobile,Suggested Videos,South Africa
28-04-26,Apr,3218,35,14,358,1703.2,25-34,Female,Mobile,Suggested Videos,South Africa
29-04-26,Apr,3403,22,35,304,1169.4,45-54,Male,Desktop,YouTube Search,South Africa
30-04-26,Apr,1962,32,22,416,2335.6,18-24,Male,Tablet,Suggested Videos,South Africa
01-05-26,May,2248,21,47,276,957,13-17,Male,Mobile,YouTube Search,South Africa
02-05-26,May,3745,22,23,27,1684.8,13-17,Female,Mobile,YouTube Search,South Africa
03-05-26,May,3297,19,12,184,2238.6,25-34,Female,Mobile,Browse Features,South Africa
04-05-26,May,4876,24,41,190,2110.4,35-44,Female,Desktop,YouTube Search,South Africa
05-05-26,May,2625,24,23,49,483.8,35-44,Male,Mobile,Browse Features,South Africa
06-05-26,May,2109,32,29,101,281.3,18-24,Male,Mobile,External,South Africa
07-05-26,May,4171,19,28,429,1385.4,18-24,Female,Mobile,Browse Features,South Africa
08-05-26,May,3127,23,14,359,314,13-17,Male,Desktop,Direct,United Arab Emirates
09-05-26,May,2953,22,31,197,1545.2,18-24,Male,Tablet,Suggested Videos,United Arab Emirates
10-05-26,May,2740,23,39,250,1492.5,25-34,Male,TV,External,United Arab Emirates
11-05-26,May,1349,19,29,382,705.6,13-17,Male,Mobile,YouTube Search,United Arab Emirates
12-05-26,May,3467,36,63,368,2300.9,25-34,Female,Mobile,Suggested Videos,United Arab Emirates
13-05-26,May,2958,22,26,265,1734.1,45-54,Female,Desktop,External,United Arab Emirates
14-05-26,May,2243,10,13,302,1196.7,45-54,Male,Mobile,Direct,United Arab Emirates
15-05-26,May,3528,24,25,303,1230.1,25-34,Male,Desktop,Browse Features,United Arab Emirates
16-05-26,May,3375,22,37,194,715.2,18-24,Female,Desktop,Suggested Videos,United Arab Emirates
17-05-26,May,3004,32,56,231,1834.9,25-34,Female,Desktop,Direct,United Arab Emirates
18-05-26,May,3274,21,37,61,832.5,25-34,Female,Mobile,YouTube Search,United Arab Emirates
19-05-26,May,2887,28,27,275,390,18-24,Male,Desktop,Browse Features,United Arab Emirates
20-05-26,May,4588,28,13,326,931.3,25-34,Male,Desktop,Direct,United Arab Emirates
21-05-26,May,2902,27,42,258,585.3,25-34,Male,Desktop,Direct,United Arab Emirates
22-05-26,May,1873,34,8,369,864,25-34,Male,Mobile,YouTube Search,United Arab Emirates
23-05-26,May,3278,17,20,156,550,25-34,Male,TV,Browse Features,Spain
24-05-26,May,1456,17,32,301,2005,18-24,Male,Tablet,Browse Features,Italy
25-05-26,May,2210,14,51,116,1814,25-34,Female,Mobile,External,Spain
26-05-26,May,1661,27,14,427,1512,45-54,Male,TV,Channel Pages,Spain
27-05-26,May,2507,21,22,327,286,45-54,Female,Mobile,Direct,France
28-05-26,May,2778,9,3,197,1574,45-54,Female,TV,YouTube Search,Italy
29-05-26,May,3251,41,14,251,1225,35-44,Female,TV,Direct,Spain
30-05-26,May,2613,10,24,200,75,25-34,Male,Tablet,Direct,Germany
31-05-26,May,4987,26,39,354,2174,45-54,Male,Desktop,Direct,United States
01-06-26,Jun,2636,33,42,247,2396,18-24,Female,TV,Browse Features,Italy
02-06-26,Jun,4498,20,-5,265,1374,25-34,Female,TV,Channel Pages,United States
03-06-26,Jun,3381,7,7,75,935,25-34,Male,Tablet,Suggested Videos,Germany
04-06-26,Jun,4440,25,57,182,657,25-34,Male,TV,YouTube Search,France
05-06-26,Jun,1088,11,60,321,1473,18-24,Female,Mobile,Direct,United States
06-06-26,Jun,3338,38,38,241,1240,35-44,Female,Mobile,Suggested Videos,Italy
07-06-26,Jun,2993,42,12,345,1855,35-44,Male,Mobile,YouTube Search,Germany
08-06-26,Jun,3134,34,0,239,1896,18-24,Female,TV,Suggested Videos,United States
09-06-26,Jun,3788,6,14,56,2463,35-44,Female,Tablet,Channel Pages,France
10-06-26,Jun,3389,12,-1,265,730,45-54,Female,Tablet,Browse Features,Italy
11-06-26,Jun,4075,13,7,182,1515,45-54,Male,TV,Channel Pages,Italy
12-06-26,Jun,2244,26,39,34,1320,18-24,Female,Mobile,YouTube Search,United States
13-06-26,Jun,3191,26,19,434,1464,25-34,Female,Tablet,Direct,United States
14-06-26,Jun,1418,17,38,34,178,18-24,Female,Mobile,Browse Features,France
15-06-26,Jun,3452,38,46,65,1105,25-34,Female,Tablet,YouTube Search,United States
16-06-26,Jun,3949,17,16,243,1624,35-44,Male,Desktop,External,France
17-06-26,Jun,3116,33,55,89,1609,25-34,Male,TV,Channel Pages,Italy
18-06-26,Jun,2084,11,4,269,2468,25-34,Male,Tablet,Browse Features,United States
19-06-26,Jun,3618,35,46,232,2377,45-54,Female,TV,Browse Features,United States
20-06-26,Jun,2705,20,20,123,574,25-34,Female,Desktop,Suggested Videos,Germany
21-06-26,Jun,1989,31,0,155,1046,25-34,Male,Tablet,Direct,Italy
22-06-26,Jun,1756,11,26,88,548,18-24,Female,Mobile,Browse Features,France
23-06-26,Jun,2619,37,58,326,68,45-54,Female,Tablet,YouTube Search,France
24-06-26,Jun,1655,32,-5,303,590,25-34,Female,Tablet,Direct,United States
25-06-26,Jun,878,30,34,310,2497,18-24,Female,Tablet,External,France
26-06-26,Jun,3184,25,7,439,300,45-54,Female,Mobile,Browse Features,Italy
27-06-26,Jun,1772,41,35,172,1044,45-54,Male,Desktop,Suggested Videos,United States
28-06-26,Jun,3659,17,28,274,1725,25-34,Female,Tablet,Direct,France
29-06-26,Jun,3335,9,-1,306,1128,35-44,Female,Tablet,YouTube Search,Spain
30-06-26,Jun,2819,37,25,311,1573,35-44,Female,Tablet,Channel Pages,United States
01-07-26,Jul,1499,21,22,76,1994,25-34,Female,TV,Channel Pages,France
02-07-26,Jul,3470,15,43,99,2108,25-34,Female,Tablet,Direct,United States
03-07-26,Jul,2827,12,40,244,1588,35-44,Male,TV,Channel Pages,Italy
04-07-26,Jul,3031,19,28,441,1146,45-54,Female,Mobile,YouTube Search,Spain
05-07-26,Jul,1469,5,29,134,1999,35-44,Female,Mobile,Browse Features,Germany
06-07-26,Jul,861,34,55,278,824,35-44,Male,Tablet,Suggested Videos,United States
07-07-26,Jul,933,9,10,438,985,35-44,Male,Tablet,Channel Pages,Italy
08-07-26,Jul,1244,38,29,191,1802,18-24,Female,Tablet,Direct,Spain
09-07-26,Jul,1567,41,41,348,459,25-34,Female,Tablet,Direct,Germany
10-07-26,Jul,2636,33,21,407,1193,25-34,Male,Tablet,Suggested Videos,Italy
11-07-26,Jul,1300,6,15,122,525,45-54,Male,TV,Browse Features,Germany
12-07-26,Jul,1748,17,29,440,563,18-24,Male,Tablet,Suggested Videos,United States
13-07-26,Jul,3952,35,13,376,1273,45-54,Female,Tablet,Channel Pages,France
14-07-26,Jul,3942,26,10,98,834,25-34,Male,Mobile,Channel Pages,United States
15-07-26,Jul,4659,33,51,387,941,35-44,Female,Tablet,External,Germany
16-07-26,Jul,3634,21,51,345,631,35-44,Male,Tablet,YouTube Search,France
17-07-26,Jul,1498,16,53,348,348,35-44,Male,TV,YouTube Search,Spain
18-07-26,Jul,3839,14,45,198,1953,35-44,Female,TV,External,Germany
19-07-26,Jul,1130,36,14,369,2197,35-44,Female,Mobile,Direct,Germany
20-07-26,Jul,1280,14,56,158,521,45-54,Female,Desktop,Browse Features,Italy
21-07-26,Jul,4606,29,28,207,816,18-24,Female,Tablet,YouTube Search,Spain
22-07-26,Jul,2165,43,0,314,2089,35-44,Female,Desktop,YouTube Search,Italy
23-07-26,Jul,2429,25,32,93,1801,25-34,Male,Tablet,External,Germany
24-07-26,Jul,3799,11,52,55,361,45-54,Female,TV,Suggested Videos,France
25-07-26,Jul,3600,30,10,303,2484,25-34,Female,TV,External,France
26-07-26,Jul,4073,25,36,314,2116,45-54,Female,Mobile,External,France
27-07-26,Jul,1056,24,0,153,917,35-44,Female,TV,Direct,Spain
28-07-26,Jul,2597,37,4,114,563,18-24,Male,TV,Suggested Videos,Spain
29-07-26,Jul,3663,33,6,371,486,25-34,Female,Desktop,Suggested Videos,Spain
30-07-26,Jul,3596,39,21,275,1232,35-44,Female,TV,YouTube Search,Germany
31-07-26,Jul,1823,20,27,74,1361,35-44,Female,Tablet,Browse Features,United States
